ID_Venta,ID_Cliente,ID_Vehiculo,ID_Sucursal,ID_Tiempo,Fecha_de_alquiler,Monto_de_alquiler,Duracion_de_alquiler
580,580,580,580,580,2024-09-22,8339.42,12
581,581,581,581,581,2022-01-05,4704.45,5
582,582,582,582,582,2022-05-19,4441.02,9
583,583,583,583,583,2023-09-13,3488.8,18
584,584,584,584,584,2020-11-25,6714.32,1
585,585,585,585,585,2022-03-23,5741.43,7
586,586,586,586,586,2020-12-13,1870.44,26
587,587,587,587,587,2021-03-23,2396.42,11
588,588,588,588,588,2024-04-26,6339.99,22
589,589,589,589,589,2021-09-04,5408.88,26
590,590,590,590,590,2021-05-04,4190.58,20
591,591,591,591,591,2021-04-20,3632.4,25
592,592,592,592,592,2021-07-05,7457.18,9
593,593,593,593,593,2024-05-29,3121.92,30
594,594,594,594,594,2021-03-12,4476.32,3
595,595,595,595,595,2021-06-02,4065.78,7
596,596,596,596,596,2022-07-03,8641.07,30
597,597,597,597,597,2021-04-25,2477.29,24
598,598,598,598,598,2021-07-16,1431.04,30
599,599,599,599,599,2021-06-18,6108.19,4
600,600,600,600,600,2021-01-14,4055.17,4
601,601,601,601,601,2021-09-28,9590.55,4
602,602,602,602,602,2022-08-24,1873.82,22
603,603,603,603,603,2024-02-23,7424.67,14
604,604,604,604,604,2023-11-02,3284.23,9
605,605,605,605,605,2021-07-10,7078.3,11
606,606,606,606,606,2024-05-26,6821.52,27
607,607,607,607,607,2021-10-07,484.42,15
608,608,608,608,608,2021-03-22,5554.92,23
609,609,609,609,609,2023-07-04,3182.44,17
610,610,610,610,610,2023-04-13,2012.61,4
611,611,611,611,611,2021-04-14,8895.36,28
612,612,612,612,612,2023-01-10,3346.01,23
613,613,613,613,613,2024-05-13,2920.33,20
614,614,614,614,614,2022-01-24,792.68,19
615,615,615,615,615,2021-07-10,1371.29,11
616,616,616,616,616,2023-03-29,8513.89,23
617,617,617,617,617,2021-02-25,3624.59,1
618,618,618,618,618,2021-05-24,6529.23,27
619,619,619,619,619,2021-03-14,6795.48,12
620,620,620,620,620,2020-10-25,1689.42,8
621,621,621,621,621,2023-12-18,7342.56,19
622,622,622,622,622,2021-03-02,2552.66,14
623,623,623,623,623,2022-06-17,8567.0,15
624,624,624,624,624,2023-05-26,1490.81,9
625,625,625,625,625,2022-12-10,1842.01,21
626,626,626,626,626,2022-09-12,2848.78,4
627,627,627,627,627,2024-09-04,6787.93,18
628,628,628,628,628,2023-01-01,572.25,22
629,629,629,629,629,2021-04-12,7172.58,3
630,630,630,630,630,2021-04-10,5501.27,19
631,631,631,631,631,2021-06-02,7907.92,6
632,632,632,632,632,2021-02-13,8417.37,25
633,633,633,633,633,2024-08-21,7053.04,8
634,634,634,634,634,2022-12-24,8212.62,13
635,635,635,635,635,2023-02-25,9708.07,27
636,636,636,636,636,2024-02-23,486.34,12
637,637,637,637,637,2022-03-27,9659.97,3
638,638,638,638,638,2024-02-29,689.86,1
639,639,639,639,639,2021-07-20,4184.44,4
640,640,640,640,640,2022-03-05,5110.05,10
641,641,641,641,641,2023-08-23,8469.75,11
642,642,642,642,642,2021-03-02,9317.89,15
643,643,643,643,643,2024-04-23,3471.75,14
644,644,644,644,644,2023-11-04,2594.87,12
645,645,645,645,645,2023-12-02,1319.02,10
646,646,646,646,646,2021-12-04,6660.89,16
647,647,647,647,647,2021-12-13,6863.33,29
648,648,648,648,648,2022-06-13,7165.67,18
649,649,649,649,649,2021-03-28,1294.6,3
650,650,650,650,650,2021-08-25,5539.15,1
651,651,651,651,651,2022-09-26,8739.02,18
652,652,652,652,652,2024-06-27,8126.1,21
653,653,653,653,653,2020-11-17,5936.55,12
654,654,654,654,654,2021-09-16,5241.98,1
655,655,655,655,655,2022-02-15,7639.83,2
656,656,656,656,656,2021-06-02,6252.03,18
657,657,657,657,657,2024-10-06,9497.07,21
658,658,658,658,658,2023-01-26,8904.11,24
659,659,659,659,659,2022-05-02,353.31,1
660,660,660,660,660,2024-08-27,3117.37,20
661,661,661,661,661,2024-06-28,1164.08,8
662,662,662,662,662,2022-08-03,1208.15,16
663,663,663,663,663,2022-10-11,1778.34,13
664,664,664,664,664,2021-10-18,4496.61,4
665,665,665,665,665,2023-02-17,2188.66,5
666,666,666,666,666,2022-12-19,8895.2,26
667,667,667,667,667,2021-02-21,3516.08,19
668,668,668,668,668,2022-10-26,1730.09,30
669,669,669,669,669,2020-12-25,2212.59,28
670,670,670,670,670,2022-11-25,5678.0,19
671,671,671,671,671,2023-07-03,5472.53,3
672,672,672,672,672,2023-07-21,3095.32,8
673,673,673,673,673,2024-04-01,8151.71,19
674,674,674,674,674,2022-06-24,1605.3,28
675,675,675,675,675,2022-10-01,8421.35,9
676,676,676,676,676,2024-02-25,6373.84,13
677,677,677,677,677,2023-06-01,4760.89,8
678,678,678,678,678,2024-08-26,9971.9,8
679,679,679,679,679,2021-09-26,8998.9,6
680,680,680,680,680,2020-12-02,232.13,7
681,681,681,681,681,2024-01-19,6150.55,29
682,682,682,682,682,2023-11-27,3514.95,26
683,683,683,683,683,2024-06-04,9177.98,15
684,684,684,684,684,2024-06-16,9830.18,28
685,685,685,685,685,2024-10-03,5484.79,28
686,686,686,686,686,2022-02-27,2521.12,26
687,687,687,687,687,2023-05-18,1776.96,16
688,688,688,688,688,2021-12-30,6652.35,4
689,689,689,689,689,2022-06-04,655.59,13
690,690,690,690,690,2021-12-08,817.82,18
691,691,691,691,691,2023-12-13,846.03,8
692,692,692,692,692,2021-03-27,9847.3,22
693,693,693,693,693,2022-06-04,5571.04,7
694,694,694,694,694,2023-06-24,9744.04,13
695,695,695,695,695,2022-09-15,108.47,11
696,696,696,696,696,2022-11-02,2677.01,19
697,697,697,697,697,2023-04-27,2178.54,14
698,698,698,698,698,2023-07-28,4346.39,21
699,699,699,699,699,2020-10-08,1561.98,26
700,700,700,700,700,2022-03-15,8373.48,13
701,701,701,701,701,2022-01-22,2450.31,24
702,702,702,702,702,2022-12-20,3715.26,7
703,703,703,703,703,2021-11-15,1029.45,21
704,704,704,704,704,2021-04-29,3711.34,22
705,705,705,705,705,2023-08-20,1691.03,17
706,706,706,706,706,2023-11-26,5706.15,24
707,707,707,707,707,2022-01-22,5248.23,4
708,708,708,708,708,2022-02-22,5180.03,9
709,709,709,709,709,2023-08-14,8675.23,11
710,710,710,710,710,2022-02-13,240.63,24
711,711,711,711,711,2020-12-08,513.49,13
712,712,712,712,712,2020-12-16,6104.32,5
713,713,713,713,713,2022-10-23,6883.09,5
714,714,714,714,714,2023-05-21,2813.6,1
715,715,715,715,715,2022-02-15,8095.96,23
716,716,716,716,716,2020-11-27,4811.43,8
717,717,717,717,717,2023-03-02,9310.09,8
718,718,718,718,718,2021-11-17,2961.81,16
719,719,719,719,719,2021-09-12,3014.28,8
720,720,720,720,720,2024-01-14,9535.91,25
721,721,721,721,721,2021-08-04,147.9,2
722,722,722,722,722,2023-09-28,9073.87,30
723,723,723,723,723,2021-10-24,7768.93,13
724,724,724,724,724,2021-03-04,4160.53,12
725,725,725,725,725,2023-04-11,3773.05,6
726,726,726,726,726,2022-06-27,5820.41,6
727,727,727,727,727,2022-02-20,2212.38,16
728,728,728,728,728,2021-03-24,2342.42,30
729,729,729,729,729,2022-07-13,624.3,4
730,730,730,730,730,2022-01-20,8569.37,18
731,731,731,731,731,2022-02-22,2959.17,2
732,732,732,732,732,2021-12-06,8154.82,10
733,733,733,733,733,2020-10-30,3183.72,25
734,734,734,734,734,2022-09-20,856.08,6
735,735,735,735,735,2023-08-04,2879.7,7
736,736,736,736,736,2021-12-20,752.1,11
737,737,737,737,737,2021-05-15,4439.53,11
738,738,738,738,738,2020-11-13,4794.22,8
739,739,739,739,739,2023-07-21,1854.26,19
740,740,740,740,740,2023-09-14,2220.14,19
741,741,741,741,741,2021-10-23,7610.03,23
742,742,742,742,742,2024-06-22,4738.22,22
743,743,743,743,743,2024-03-18,3902.82,13
744,744,744,744,744,2022-07-12,4394.76,5
745,745,745,745,745,2023-11-18,9197.3,4
746,746,746,746,746,2023-11-22,4410.41,3
747,747,747,747,747,2022-06-10,5785.44,28
748,748,748,748,748,2022-02-16,3155.04,27
749,749,749,749,749,2021-09-26,1799.72,20
750,750,750,750,750,2022-06-30,2219.16,12
751,751,751,751,751,2021-12-24,7940.0,4
752,752,752,752,752,2021-04-01,9345.28,13
753,753,753,753,753,2021-06-16,3340.91,8
754,754,754,754,754,2021-05-01,492.4,4
755,755,755,755,755,2022-11-28,8910.51,16
756,756,756,756,756,2023-04-24,9881.1,29
757,757,757,757,757,2022-07-02,9397.17,13
758,758,758,758,758,2023-01-31,9170.57,23
759,759,759,759,759,2023-06-21,6698.81,2
760,760,760,760,760,2023-03-04,9345.33,6
761,761,761,761,761,2021-07-20,8032.01,2
762,762,762,762,762,2024-07-11,7168.73,21
763,763,763,763,763,2022-12-26,2223.09,26
764,764,764,764,764,2023-04-02,2412.48,21
765,765,765,765,765,2021-09-01,9802.15,27
766,766,766,766,766,2024-01-22,151.44,15
767,767,767,767,767,2021-03-03,4969.29,10
768,768,768,768,768,2021-09-07,8503.81,10
769,769,769,769,769,2023-10-21,1210.44,26
770,770,770,770,770,2021-03-29,3850.27,20
771,771,771,771,771,2021-09-04,4915.22,11
772,772,772,772,772,2022-03-13,3753.33,17
773,773,773,773,773,2022-02-04,6301.51,14
774,774,774,774,774,2021-08-11,3398.14,22
775,775,775,775,775,2023-02-01,355.79,9
776,776,776,776,776,2024-09-11,6176.8,21
777,777,777,777,777,2021-09-12,8990.36,23
778,778,778,778,778,2022-02-10,6957.59,30
779,779,779,779,779,2024-08-11,2430.16,19
780,780,780,780,780,2024-05-15,6187.33,10
781,781,781,781,781,2024-02-14,7584.52,29
782,782,782,782,782,2023-04-24,1554.76,19
783,783,783,783,783,2023-08-31,2616.4,27
784,784,784,784,784,2024-07-24,5415.05,11
785,785,785,785,785,2021-10-14,9440.78,14
786,786,786,786,786,2023-05-25,4644.69,20
787,787,787,787,787,2024-06-22,5232.55,5
788,788,788,788,788,2022-06-03,7387.78,1
789,789,789,789,789,2021-01-08,497.26,30
790,790,790,790,790,2023-06-28,9562.69,15
791,791,791,791,791,2022-12-10,3393.29,2
792,792,792,792,792,2021-12-29,6555.91,12
793,793,793,793,793,2022-05-01,4837.37,5
794,794,794,794,794,2021-10-20,211.3,12
795,795,795,795,795,2024-03-16,1911.96,5
796,796,796,796,796,2021-10-30,6193.24,8
797,797,797,797,797,2021-02-07,4881.04,20
798,798,798,798,798,2024-05-09,1919.18,28
799,799,799,799,799,2021-04-27,8047.77,30
800,800,800,800,800,2022-09-21,1095.72,18
801,801,801,801,801,2021-09-08,5601.87,28
802,802,802,802,802,2023-04-04,2406.79,20
803,803,803,803,803,2023-12-28,9676.59,15
804,804,804,804,804,2023-09-09,1882.27,4
805,805,805,805,805,2022-02-21,6806.07,23
806,806,806,806,806,2021-10-24,9482.12,22
807,807,807,807,807,2023-03-01,8422.44,23
808,808,808,808,808,2021-09-27,3415.16,24
809,809,809,809,809,2023-11-06,3620.7,16
810,810,810,810,810,2021-06-03,1033.41,14
811,811,811,811,811,2024-02-15,4256.7,23
812,812,812,812,812,2021-02-20,2121.0,30
813,813,813,813,813,2022-05-19,1142.92,7
814,814,814,814,814,2021-05-24,955.31,10
815,815,815,815,815,2023-10-17,1276.98,28
816,816,816,816,816,2022-08-18,9839.6,30
817,817,817,817,817,2021-10-04,8088.11,8
818,818,818,818,818,2021-06-05,9227.11,7
819,819,819,819,819,2021-11-19,474.05,7
820,820,820,820,820,2024-10-01,9706.47,25
821,821,821,821,821,2020-11-25,5324.7,25
822,822,822,822,822,2022-04-18,806.42,22
823,823,823,823,823,2023-11-01,5563.72,1
824,824,824,824,824,2021-02-26,7019.26,30
825,825,825,825,825,2022-01-15,5165.45,16
826,826,826,826,826,2021-03-17,3491.02,12
827,827,827,827,827,2021-02-08,4929.66,29
828,828,828,828,828,2021-01-12,5172.56,18
829,829,829,829,829,2021-10-07,5091.49,18
830,830,830,830,830,2022-01-11,6259.39,3
831,831,831,831,831,2022-07-26,9226.25,27
832,832,832,832,832,2024-08-12,1315.83,2
833,833,833,833,833,2023-02-03,3605.17,19
834,834,834,834,834,2021-09-17,7456.87,5
835,835,835,835,835,2024-07-24,3195.36,6
836,836,836,836,836,2023-01-10,1823.78,27
837,837,837,837,837,2021-09-26,2287.96,7
838,838,838,838,838,2023-10-20,7528.62,13
839,839,839,839,839,2024-05-07,4300.03,14
840,840,840,840,840,2023-04-12,3925.4,30
841,841,841,841,841,2022-07-27,5573.6,3
842,842,842,842,842,2023-09-21,2132.93,30
843,843,843,843,843,2022-08-17,6077.26,19
844,844,844,844,844,2023-08-30,8607.65,12
845,845,845,845,845,2023-08-06,9442.96,13
846,846,846,846,846,2021-07-02,1688.18,11
847,847,847,847,847,2021-02-15,3038.54,27
848,848,848,848,848,2022-09-02,9736.1,21
849,849,849,849,849,2021-07-12,4666.77,13
850,850,850,850,850,2022-06-24,2513.83,26
851,851,851,851,851,2022-07-18,706.06,8
852,852,852,852,852,2023-12-24,5246.34,18
853,853,853,853,853,2024-05-29,3829.4,25
854,854,854,854,854,2021-08-11,9805.76,9
855,855,855,855,855,2023-11-09,6924.55,9
856,856,856,856,856,2023-11-22,6745.45,3
857,857,857,857,857,2022-12-25,5598.94,10
858,858,858,858,858,2021-01-02,4333.37,7
859,859,859,859,859,2022-06-24,3651.96,4
860,860,860,860,860,2024-05-10,911.99,24
861,861,861,861,861,2023-03-21,1964.82,27
862,862,862,862,862,2023-09-13,9514.03,19
863,863,863,863,863,2023-01-03,8032.03,12
864,864,864,864,864,2021-01-29,2347.41,29
865,865,865,865,865,2022-09-16,7981.6,6
866,866,866,866,866,2023-11-23,4892.53,20
867,867,867,867,867,2021-10-21,2916.6,4
868,868,868,868,868,2024-08-18,5833.29,23
869,869,869,869,869,2022-11-19,3719.01,5
870,870,870,870,870,2022-05-23,1895.05,19
871,871,871,871,871,2021-12-27,3142.62,15
872,872,872,872,872,2020-12-21,8180.47,8
873,873,873,873,873,2022-08-11,6198.25,23
874,874,874,874,874,2021-01-17,6345.43,15
875,875,875,875,875,2023-05-01,4352.67,10
876,876,876,876,876,2023-07-28,444.41,24
877,877,877,877,877,2021-04-22,8412.97,16
878,878,878,878,878,2020-12-20,5523.73,29
879,879,879,879,879,2021-11-11,6668.45,25
880,880,880,880,880,2023-02-06,2697.19,27
881,881,881,881,881,2020-12-14,2531.62,7
882,882,882,882,882,2022-10-30,7492.28,15
883,883,883,883,883,2022-10-09,3426.46,7
884,884,884,884,884,2022-10-18,1829.09,4
885,885,885,885,885,2022-02-19,120.29,11
886,886,886,886,886,2022-01-04,1061.44,4
887,887,887,887,887,2021-10-27,6314.33,20
888,888,888,888,888,2023-03-10,9801.64,4
889,889,889,889,889,2022-09-12,3051.27,20
890,890,890,890,890,2020-11-19,6197.25,30
891,891,891,891,891,2022-01-22,5505.63,2
892,892,892,892,892,2021-06-15,5734.55,16
893,893,893,893,893,2023-02-15,4727.79,16
894,894,894,894,894,2023-06-18,8407.66,15
895,895,895,895,895,2023-12-22,7726.37,13
896,896,896,896,896,2021-05-21,9762.46,19
897,897,897,897,897,2023-06-30,2692.65,29
898,898,898,898,898,2021-12-06,9038.3,9
899,899,899,899,899,2024-02-22,2521.2,28
900,900,900,900,900,2022-12-26,2020.48,5
901,901,901,901,901,2021-08-21,663.13,16
902,902,902,902,902,2022-08-13,5123.19,20
903,903,903,903,903,2023-02-19,6892.44,14
904,904,904,904,904,2022-08-22,3042.85,25
905,905,905,905,905,2022-02-15,2009.22,2
906,906,906,906,906,2023-10-13,135.92,28
907,907,907,907,907,2022-06-04,8891.23,3
908,908,908,908,908,2022-12-01,9463.28,25
909,909,909,909,909,2022-06-02,9673.59,13
910,910,910,910,910,2022-04-14,3191.13,28
911,911,911,911,911,2023-02-09,2963.48,30
912,912,912,912,912,2021-06-05,5994.28,22
913,913,913,913,913,2022-08-22,6762.87,24
914,914,914,914,914,2024-05-06,6904.9,30
915,915,915,915,915,2021-10-01,4034.86,28
916,916,916,916,916,2023-06-16,9226.09,14
917,917,917,917,917,2024-04-06,4220.61,27
918,918,918,918,918,2021-06-22,7192.97,10
919,919,919,919,919,2022-02-11,9942.75,11
920,920,920,920,920,2023-08-30,8899.67,23
921,921,921,921,921,2024-01-22,3287.39,18
922,922,922,922,922,2022-01-31,5339.75,23
923,923,923,923,923,2022-10-30,9426.77,25
924,924,924,924,924,2022-03-25,9485.06,21
925,925,925,925,925,2022-09-02,2725.38,20
926,926,926,926,926,2022-12-14,5890.71,18
927,927,927,927,927,2021-02-18,7855.1,7
928,928,928,928,928,2023-01-14,5748.99,13
929,929,929,929,929,2023-07-01,3290.73,19
930,930,930,930,930,2023-01-11,6994.54,9
931,931,931,931,931,2024-07-17,1287.91,14
932,932,932,932,932,2021-10-24,8661.92,20
933,933,933,933,933,2024-04-13,6087.19,27
934,934,934,934,934,2024-02-15,2160.45,27
935,935,935,935,935,2022-04-06,528.97,10
936,936,936,936,936,2022-11-07,8733.38,7
937,937,937,937,937,2021-10-16,1382.1,16
938,938,938,938,938,2023-01-15,4922.88,14
939,939,939,939,939,2023-11-15,710.1,22
940,940,940,940,940,2022-10-20,3719.59,24
941,941,941,941,941,2023-10-31,6624.87,19
942,942,942,942,942,2024-02-24,9854.02,24
943,943,943,943,943,2021-08-18,7604.2,29
944,944,944,944,944,2024-07-10,8252.83,20
945,945,945,945,945,2022-09-25,5196.17,17
946,946,946,946,946,2020-11-10,4735.54,24
947,947,947,947,947,2024-06-20,8391.4,16
948,948,948,948,948,2023-05-06,2237.5,11
949,949,949,949,949,2024-07-10,8541.67,23
950,950,950,950,950,2021-04-21,2802.22,18
951,951,951,951,951,2024-01-09,3245.24,15
952,952,952,952,952,2024-08-27,3895.04,19
953,953,953,953,953,2024-06-29,2835.81,18
954,954,954,954,954,2024-03-19,6723.46,6
955,955,955,955,955,2024-09-11,6023.9,10
956,956,956,956,956,2022-07-04,3859.88,13
957,957,957,957,957,2021-03-08,1517.94,4
958,958,958,958,958,2023-11-03,952.57,6
959,959,959,959,959,2022-11-29,1326.38,9
960,960,960,960,960,2023-08-30,4285.7,15
961,961,961,961,961,2021-09-30,9569.75,4
962,962,962,962,962,2023-12-29,6085.18,16
963,963,963,963,963,2024-10-01,1560.27,19
964,964,964,964,964,2023-04-23,2288.27,27
965,965,965,965,965,2022-09-26,6683.44,5
966,966,966,966,966,2024-06-16,2808.4,19
967,967,967,967,967,2024-09-19,8883.29,21
968,968,968,968,968,2020-12-15,5761.64,9
969,969,969,969,969,2023-02-05,476.43,3
970,970,970,970,970,2022-10-16,9158.82,29
971,971,971,971,971,2023-10-22,4711.27,5
972,972,972,972,972,2021-01-07,7613.13,14
973,973,973,973,973,2024-05-23,6513.62,19
974,974,974,974,974,2024-04-23,7391.6,4
975,975,975,975,975,2022-07-04,3541.01,13
976,976,976,976,976,2020-11-20,2919.6,12
977,977,977,977,977,2022-01-08,1621.77,18
978,978,978,978,978,2022-12-10,2488.06,27
979,979,979,979,979,2023-11-28,7524.87,2
980,980,980,980,980,2021-10-07,5722.84,14
981,981,981,981,981,2021-07-01,2230.25,24
982,982,982,982,982,2023-01-11,2234.63,23
983,983,983,983,983,2021-11-03,1144.71,16
984,984,984,984,984,2023-04-24,2637.18,28
985,985,985,985,985,2021-10-09,2521.23,11
986,986,986,986,986,2023-03-11,8901.3,1
987,987,987,987,987,2021-04-30,6443.46,25
988,988,988,988,988,2023-11-15,6829.1,21
989,989,989,989,989,2024-05-16,4570.9,27
990,990,990,990,990,2023-05-26,8467.62,16
991,991,991,991,991,2023-05-18,3900.61,27
992,992,992,992,992,2024-01-03,9101.48,10
993,993,993,993,993,2023-09-08,4569.22,7
994,994,994,994,994,2021-01-22,393.1,16
995,995,995,995,995,2021-01-07,1795.27,20
996,996,996,996,996,2020-10-11,9477.88,4
997,997,997,997,997,2023-06-10,986.01,29
998,998,998,998,998,2023-12-10,7075.03,9
999,999,999,999,999,2022-05-13,7888.02,19
1000,1000,1000,1000,1000,2023-02-07,8947.42,17
